year,game_id,team1,team2,disagreement,model_home,model_draw,model_away,book_home,book_draw,book_away,model_favorite,book_favorite,favorite_flip,model_prediction,blend_prediction,prediction_changed,actual,model_points,blend_points,delta
2006,43,Japan,Brazil,0.11350911044668041,0.12664177179633707,0.21307075744732124,0.6602874707563418,0.05530362080308586,0.17089979799406882,0.7737965812031989,away,away,False,0-2,0-2,False,1-4,1,1,0
2006,44,Croatia,Australia,0.04539731926057464,0.431343696686637,0.3025511217406202,0.26610518157274277,0.40652045857586516,0.2819770405905623,0.31150250083306225,home,home,False,1-0,1-0,False,2-2,0,0,0
2006,45,Togo,France,0.022310796707445922,0.04639559211741582,0.1491720114807822,0.804432396401802,0.05812734358026166,0.1268612147734906,0.8150114416465564,away,away,False,0-2,0-2,False,0-2,3,3,0
2006,46,Switzerland,South Korea,0.07199293956154942,0.42560768924534736,0.3020140944150813,0.2723782163395713,0.44193562970392447,0.35767909351781463,0.2003852767777829,home,home,False,1-0,1-0,False,2-0,1,1,0
2006,47,Saudi Arabia,Spain,0.007453884888392746,0.05048927567243594,0.1365723803747087,0.8129383439528554,0.04748067937381344,0.1321270917847861,0.8203922288410957,away,away,False,0-2,0-2,False,0-1,1,1,0
2006,48,Ukraine,Tunisia,0.21518099817937342,0.364284479991388,0.3486107268841058,0.2871047931245061,0.5794654781705156,0.28206061381521125,0.13847390801378148,home,home,False,0-0,1-0,True,1-0,0,3,3
2006,49,Germany,Sweden,0.2140102300479862,0.34600999183287656,0.27321052073741603,0.38077948742970746,0.5513990861723255,0.28183165644616476,0.16676925738193268,away,home,True,1-2,2-1,True,2-0,0,2,2
2006,50,Argentina,Mexico,0.19241560764359664,0.4871546669082983,0.2694531125657122,0.2433922205259896,0.6795702745516331,0.23190945669022944,0.0885202687576139,home,home,False,2-1,2-1,False,2-1,3,3,0
2006,51,England,Ecuador,0.013073352899204596,0.6076290929518388,0.24806567246291156,0.14430523458524963,0.6207024458507998,0.24059598465600457,0.13870156949270848,home,home,False,2-0,2-0,False,1-0,1,1,0
2006,52,Portugal,Netherlands,0.0030795743376983153,0.29557348227561614,0.30602664739118973,0.3983998703331942,0.2932703031259052,0.3091062217291437,0.3976234751454625,away,away,False,0-1,0-1,False,1-0,0,0,0
2006,53,Italy,Australia,0.09279029975976616,0.5179970988250554,0.29736756351940397,0.1846353376555407,0.6107873985850347,0.2675232136201354,0.12168938779525625,home,home,False,1-0,1-0,False,1-0,3,3,0
2006,54,Switzerland,Ukraine,0.09866385629501359,0.2900428668938977,0.33312787538576955,0.3768292577203327,0.38870672318916655,0.32847857189541746,0.2828147049159265,away,home,True,0-1,1-0,True,0-0,0,0,0
2006,55,Brazil,Ghana,0.006754396525604681,0.7421309526279835,0.1824696452603509,0.07539940211166565,0.7488853491533294,0.1792232759313852,0.07189137491476791,home,home,False,2-0,2-0,False,3-0,1,1,0
2006,56,Spain,France,0.1162181809066472,0.28781793395892746,0.3377419518437275,0.374440114197345,0.4040361148653386,0.31189123069465824,0.284072654439531,away,home,True,0-1,1-0,True,1-3,1,0,-1
2006,57,Germany,Argentina,0.12209898651676365,0.30781544617611395,0.2429466112330816,0.4492379425908045,0.3518485109169172,0.3210125330088019,0.3271389560738008,away,home,True,1-2,1-1,True,1-1,0,3,3
2006,58,Italy,Ukraine,0.1583374462690863,0.4356882162067714,0.3642504741389185,0.20006130965431015,0.5940256624760815,0.28389433840739364,0.12207999911697245,home,home,False,1-0,1-0,False,3-0,1,1,0
2006,59,England,Portugal,0.09904894083087737,0.34369560803057264,0.29595988405217116,0.36034450791725614,0.43234846003944066,0.30635597287443145,0.2612955670866297,away,home,True,1-2,2-1,True,0-0,0,0,0
2006,60,Brazil,France,0.19651893649506835,0.3447757622744191,0.3204664476589079,0.334757790066673,0.5412946987697267,0.29705793710682815,0.16164736412392364,home,home,False,1-1,1-0,True,0-1,0,0,0
2006,61,Germany,Italy,0.12464251036090157,0.30093731957978503,0.2928976026767428,0.40616507774347205,0.38996579477683335,0.32851163784085263,0.28152256738282705,away,home,True,1-2,1-1,True,0-2,2,0,-2
2006,62,Portugal,France,0.043548148107699886,0.2784101270794278,0.32064772341229675,0.40094214950827534,0.2359956213139761,0.3195140810698259,0.44449029761575254,away,away,False,0-1,0-1,False,0-1,3,3,0
2006,63,Germany,Portugal,0.25428925019661724,0.29668245869429205,0.25434853857685497,0.4489690027288529,0.5265580493616132,0.27876219810637953,0.1946797525324641,away,home,True,1-2,2-1,True,3-1,0,1,1
2006,64,Italy,France,0.10364937892922327,0.2529930584165658,0.3635076858351775,0.3834992557482567,0.3566424373455568,0.3364748920382459,0.3068826706157328,away,home,True,0-0,0-0,False,1-1,1,1,0
2010,1,South Africa,Mexico,0.24318591758588415,0.14229595372609372,0.23829523891225296,0.6194088073616534,0.3199723558153046,0.30380475440868127,0.37622288977552426,away,away,False,0-2,0-2,False,1-1,0,0,0
2010,2,Uruguay,France,0.011629305646650906,0.2735466669833852,0.3018592337239158,0.4245940992926989,0.2652502564205453,0.2985263386398482,0.4362234049390932,away,away,False,0-1,0-1,False,0-0,0,0,0
2010,3,South Korea,Greece,0.0428160759629673,0.3108434960146851,0.33676512726794194,0.35239137671737303,0.3536595719778978,0.31785097652459016,0.32848945149800296,away,home,True,0-0,1-0,True,2-0,0,1,1
2010,4,Argentina,Nigeria,0.1362554111007781,0.5552859732444462,0.2722665006935324,0.17244752606202146,0.691541384345455,0.2158597498311137,0.09259886582389282,home,home,False,1-0,1-0,False,1-0,3,3,0
2010,5,England,United States,0.06246759462891513,0.5779879743330207,0.24215179888775784,0.17986022677922145,0.640455568961713,0.2316282546718326,0.12791617636600866,home,home,False,2-0,2-0,False,1-1,0,0,0
2010,6,Algeria,Slovenia,0.021674211869484233,0.2353188538243749,0.2994623448146292,0.46521880136099597,0.25337323898807645,0.3030821715206473,0.4435445894917472,away,away,False,0-1,0-1,False,0-1,3,3,0
2010,7,Serbia,Ghana,0.04791522520429711,0.4423131387090025,0.2784028871802832,0.27928397411071426,0.47611875859635255,0.2925124924974871,0.23136874890667397,home,home,False,2-1,2-1,False,0-1,0,0,0
2010,8,Germany,Australia,0.09399293064079561,0.5446432805997486,0.25417667148152695,0.20118004791872435,0.6386362112407866,0.23836213977439744,0.12300164898530061,home,home,False,2-0,2-0,False,4-0,1,1,0
2010,9,Netherlands,Denmark,0.08485890639283913,0.5499691921352563,0.267776085627787,0.1822547222369567,0.6348280985283251,0.23473233785077682,0.13043956362135742,home,home,False,2-0,2-0,False,2-0,3,3,0
2010,10,Japan,Cameroon,0.055348197804611615,0.306860910955048,0.27875943041553675,0.41437965862941517,0.25151271315019486,0.30396570540330203,0.44452158144601994,away,away,False,1-2,1-2,False,1-0,0,0,0
2010,11,Italy,Paraguay,0.02291228450980813,0.42677301035704124,0.31343365402242385,0.2597933356205349,0.44968529486660663,0.3076477773013605,0.2426669278315474,home,home,False,1-0,1-0,False,1-1,0,0,0
2010,12,New Zealand,Slovakia,0.08833836097061891,0.0927047184395752,0.1785106376461443,0.7287846439142805,0.11566414198200967,0.2438895750745747,0.6404462829439076,away,away,False,0-2,0-2,False,1-1,0,0,0
2010,13,Ivory Coast,Portugal,0.04351872923426903,0.2604918758179608,0.25674715860885,0.4827609655731892,0.2510308943206413,0.30026588784336455,0.4487032178364852,away,away,False,1-2,1-2,False,0-0,0,0,0
2010,14,Brazil,North Korea,0.033960782951325395,0.8499164830839308,0.11997308082497245,0.030110436091096718,0.8838772660354518,0.0911698996087377,0.024952834356201724,home,home,False,2-0,2-0,False,2-1,2,2,0
2010,15,Honduras,Chile,0.18716920811991433,0.3135621475232325,0.290163222044158,0.39627463043260946,0.1559308493591996,0.2606253120885043,0.5834438385527515,away,away,False,0-1,0-1,False,0-1,3,3,0
2010,16,Spain,Switzerland,0.11530330167152181,0.6421995078026217,0.22659664969163146,0.13120384250574688,0.7575028094743428,0.17741784463720195,0.06507934588885385,home,home,False,2-0,2-0,False,0-1,0,0,0
2010,17,South Africa,Uruguay,0.1663618362795287,0.1708850325028663,0.257908534470067,0.5712064330270668,0.28836446278853856,0.3067909404636668,0.4048445967472814,away,away,False,0-2,0-2,False,0-3,1,1,0
2010,18,France,Mexico,0.06866882872192448,0.38053958461617216,0.30583838926301526,0.31362202612081264,0.44920841333785494,0.300782433190205,0.25000915347145675,home,home,False,1-0,1-0,False,0-2,0,0,0
2010,19,Argentina,South Korea,0.032717254956991425,0.621244441901298,0.24346340268631528,0.1352921554123867,0.65396169685852,0.2343238761017306,0.11171442704021052,home,home,False,2-0,2-0,False,4-1,1,1,0
2010,20,Greece,Nigeria,0.1096408861532828,0.29861941863125274,0.33988858490454094,0.3614919964642062,0.2376765341213401,0.29119058326091485,0.4711328826172331,away,away,False,0-0,0-1,True,2-1,0,0,0
2010,21,Slovenia,United States,0.009540885401059046,0.2540606979238563,0.28603455347199824,0.4599047486041455,0.2568969709558365,0.2927391658408322,0.45036386320284155,away,away,False,0-1,0-1,False,2-2,0,0,0
2010,22,England,Algeria,0.011701333861074675,0.7851609689915601,0.1529191847759177,0.0619198462325222,0.796862302852412,0.15255466687495461,0.050583030272187864,home,home,False,2-0,2-0,False,0-0,0,0,0
2010,23,Germany,Serbia,0.08297193861802657,0.5186078163322944,0.24093197434498187,0.24046020932272374,0.5936972288244345,0.2488145004706417,0.1574882707044706,home,home,False,2-1,2-1,False,0-1,0,0,0
2010,24,Ghana,Australia,0.12321943218070394,0.31187614422005494,0.3127866590927596,0.3753371966871854,0.4350955764005173,0.2934618238601279,0.2714425997388716,away,home,True,0-1,1-0,True,1-1,0,0,0
2010,25,Netherlands,Japan,0.02620257382152264,0.6534010747015891,0.2253382351403779,0.121260690158033,0.679603648522898,0.22206792167614134,0.09832842980053313,home,home,False,2-0,2-0,False,1-0,1,1,0
2010,26,Cameroon,Denmark,0.029434982278597727,0.31116127861939646,0.2799971104162414,0.40884161096436206,0.3278607899516844,0.2927325813623128,0.3794066286855259,away,away,False,1-2,1-2,False,1-2,3,3,0
2010,27,Slovakia,Paraguay,0.01607595664407656,0.2637058167680132,0.27640316505685725,0.4598910181751296,0.24762986012417074,0.29155523112005427,0.46081490875624326,away,away,False,0-2,0-2,False,0-2,3,3,0
2010,28,Italy,New Zealand,0.029411991129099643,0.8394564609406291,0.12330766069796724,0.037235878361403685,0.8100444698117483,0.14340068013990626,0.04655485004878313,home,home,False,2-0,2-0,False,1-1,0,0,0
2010,29,Brazil,Ivory Coast,0.12059409596239912,0.6903389593983263,0.1831039957751178,0.1265570448265558,0.5697448634356923,0.26817211403202273,0.16208302253181506,home,home,False,2-0,2-0,False,3-1,1,1,0
2010,30,Portugal,North Korea,0.04082093960151349,0.7012674033643475,0.22337715157585872,0.07535544505979386,0.7400531031388096,0.18255621197409636,0.07739068488659637,home,home,False,2-0,2-0,False,7-0,1,1,0
2010,31,Chile,Switzerland,0.06345631549916073,0.3884392335407672,0.30631400972122447,0.3052467567380084,0.4518955490401757,0.29454850481651074,0.25355594614380916,home,home,False,1-0,1-0,False,1-0,3,3,0
2010,32,Spain,Honduras,0.19904276894485634,0.6597342487702728,0.21033510466537897,0.12993064656434822,0.8587770177153558,0.11006197139197173,0.031161010893125753,home,home,False,2-0,2-0,False,2-0,3,3,0
2010,33,Mexico,Uruguay,0.15770721671497837,0.41238956215501443,0.27077013685534473,0.3168403009896408,0.28586812390222616,0.4284773535705748,0.2856545225277024,home,draw,True,2-1,1-1,True,0-1,0,0,0
2010,34,France,South Africa,0.1362933565276525,0.6074732512716906,0.2659217492604024,0.12660499946790696,0.4711798947437991,0.2759998004964923,0.25282030475923056,home,home,False,1-0,1-0,False,1-2,0,0,0
2010,35,Nigeria,South Korea,0.09884486131317968,0.365032491593131,0.3656785390663764,0.2692889693404926,0.34320582974912567,0.28866033959695725,0.36813383065342753,draw,away,True,0-0,0-1,True,2-2,1,0,-1
2010,36,Greece,Argentina,0.03556098942459412,0.14664954506131742,0.22821644590007223,0.6251340090386104,0.11247435179757519,0.2268306497389816,0.6606949984629658,away,away,False,0-2,0-2,False,0-2,3,3,0
2010,37,Slovenia,England,0.023029376485989253,0.11679722044823995,0.22080893042629654,0.6623938491254635,0.10488806206915466,0.20968871231962805,0.6854232256116882,away,away,False,0-2,0-2,False,0-1,1,1,0
2010,38,United States,Algeria,0.07278049927015355,0.5998491193800767,0.24078415317141663,0.15936672744850663,0.5270686201101782,0.26570144871141227,0.2072299311789196,home,home,False,2-0,2-0,False,1-0,1,1,0
2010,39,Ghana,Germany,0.06257368326812535,0.17538358172097285,0.23820977442751148,0.5864066438515158,0.1272487132857603,0.22377095959437615,0.6489803271194186,away,away,False,0-2,0-2,False,0-1,1,1,0
2010,40,Australia,Serbia,0.10676782690095107,0.3102966202726242,0.286492077684261,0.4032113020431148,0.22359143874391668,0.26642943231225447,0.5099791289443029,away,away,False,0-1,0-1,False,2-1,0,0,0
2010,41,Denmark,Japan,0.02748960678203044,0.46113112155002456,0.2775682803330298,0.2613005981169456,0.43364151476775104,0.2854242737179904,0.2809342115137724,home,home,False,2-0,2-0,False,1-3,0,0,0
2010,42,Cameroon,Netherlands,0.0317659340383092,0.15065769810677612,0.2421019065503295,0.6072403953428944,0.1783347375381184,0.24619080115754702,0.5754744613048358,away,away,False,0-2,0-2,False,1-2,2,2,0
2010,43,Slovakia,Italy,0.05863128440408123,0.18811623661786256,0.25358140552969083,0.5583023578524466,0.13260141782786689,0.25046493991583724,0.6169336422567598,away,away,False,0-2,0-2,False,3-2,0,0,0
2010,44,Paraguay,New Zealand,0.06992956705983801,0.7733697821086195,0.16502777857733775,0.061602439314042724,0.7034402150490171,0.21031612250447715,0.08624366244697694,home,home,False,2-0,2-0,False,0-0,0,0,0
2010,45,Portugal,Brazil,0.10250736508201842,0.20525144905459988,0.259496678861588,0.5352518720838121,0.2549803796573614,0.3122751133410839,0.43274450700203265,away,away,False,0-2,0-2,False,0-0,0,0,0
2010,46,North Korea,Ivory Coast,0.07493269203675812,0.1124773311862141,0.22990709379760496,0.6576155750161808,0.08572675061097376,0.18172498233631934,0.7325482670531711,away,away,False,0-2,0-2,False,0-3,1,1,0
2010,47,Chile,Spain,0.042572986825692605,0.15801969151310896,0.2454754897888056,0.5965048186980855,0.1392499312374649,0.22167226323852107,0.6390778055235421,away,away,False,0-2,0-2,False,1-2,2,2,0
2010,48,Switzerland,Honduras,0.2562901642472943,0.3514784884687425,0.2920106335537614,0.3565108779774961,0.6077686527162643,0.24336431986032508,0.14886702742386568,away,home,True,0-1,1-0,True,0-0,0,0,0
2010,49,Uruguay,South Korea,0.05665429497429303,0.4710443706053153,0.29913795394400317,0.22981767545068146,0.5276986655798467,0.288441225452721,0.18386010896790897,home,home,False,1-0,1-0,False,2-1,1,1,0
2010,50,United States,Ghana,0.025585506631575827,0.4270855437415259,0.2872763612876297,0.2856380949708444,0.40150003711020105,0.309100971819032,0.2893989910712689,home,home,False,1-0,1-0,False,1-2,0,0,0
2010,51,Germany,England,0.07158868467743978,0.29710921257610035,0.26613872257462345,0.4367520648492761,0.3219973975936504,0.3128392222347504,0.36516338017207356,away,away,False,1-2,1-2,False,4-1,0,0,0
2010,52,Argentina,Mexico,0.12881638928396374,0.474536534123859,0.25863054121016504,0.266832924665976,0.6033529234075674,0.25414363929962225,0.14250343729229975,home,home,False,2-1,2-1,False,3-1,1,1,0
2010,53,Netherlands,Slovakia,0.018187928674806224,0.6846046541981999,0.20251062867269284,0.11288471712910718,0.6947716544445136,0.21053155710140836,0.09469678845452392,home,home,False,2-0,2-0,False,2-1,2,2,0
2010,54,Brazil,Chile,0.022352193951189897,0.6572616996753045,0.21599258882215014,0.12674571150254538,0.634909505724343,0.23563328214068274,0.12945721213543113,home,home,False,2-0,2-0,False,0-0,0,0,0
2010,55,Paraguay,Japan,0.01989233852602075,0.43617091164330724,0.29464278292230933,0.26918630543438343,0.4457840813658468,0.3049219517255336,0.24929396690810576,home,home,False,1-0,1-0,False,3-0,1,1,0
2010,56,Spain,Portugal,0.028241205557783353,0.47444219083402084,0.28067966276213446,0.24487814640384467,0.48950377905892767,0.2938592800952439,0.21663694084629426,home,home,False,2-0,2-0,False,1-0,1,1,0
2010,57,Netherlands,Brazil,0.07863739973871048,0.2992944706627571,0.2941448613401366,0.4065606679971063,0.22726124542693538,0.28754068683700434,0.4851980677355732,away,away,False,0-1,0-1,False,1-1,0,0,0
2010,58,Uruguay,Ghana,0.025858805198402238,0.4985303751012168,0.27240939262374275,0.22906023227504058,0.5110400561577091,0.2857585167658985,0.20320142707688413,home,home,False,2-0,2-0,False,0-4,0,0,0
2010,59,Argentina,Germany,0.03763831685636651,0.45335379916385987,0.254106101793594,0.2925400990425462,0.41571548230773386,0.2909490151828836,0.2933355025098636,home,home,False,2-1,2-1,False,2-1,3,3,0
2010,60,Paraguay,Spain,0.12119429302571025,0.17017064992965575,0.2578429260944664,0.5719864239758778,0.09517008396338034,0.2116491990347829,0.6931807170013394,away,away,False,0-2,0-2,False,0-1,1,1,0
2010,61,Uruguay,Netherlands,0.03332680377616201,0.19672899614986203,0.26638646830158463,0.5368845355485533,0.16340219237345852,0.2681866769025813,0.5684111307234772,away,away,False,0-2,0-2,False,2-3,1,1,0
2010,62,Germany,Spain,0.11899685341536667,0.25101144608131676,0.25623662750179,0.4927519264168932,0.34227433583637173,0.28397059116233964,0.37375507300176447,away,away,False,1-2,1-2,False,0-1,1,1,0
2010,63,Uruguay,Germany,0.055571273286831924,0.2946331074043014,0.2586183566483804,0.44674853594731817,0.23906183411722925,0.2610759080227056,0.4998622578595847,away,away,False,1-2,1-2,False,2-3,1,1,0
2010,64,Netherlands,Spain,0.12391387992834947,0.34283037642680464,0.3045276119553266,0.3526420116178688,0.24261093614102927,0.28083317231250327,0.476555891545969,away,away,False,0-1,0-1,False,0-1,3,3,0
2014,1,Brazil,Croatia,0.08719409676146905,0.6577661250839208,0.21921875921161996,0.12301511570445912,0.7449602218456156,0.18301308690251167,0.07202669125232405,home,home,False,2-0,2-0,False,3-1,1,1,0
