match_date,prediction_timestamp,home_team,away_team,home_odds,draw_odds,away_odds,ou_line,over_odds,under_odds,calculated_implied_xg,pred_home,pred_away,prediction,expected_pts,second_best_prediction,second_best_expected_pts,decision_margin,lambda_home,lambda_away,lambda_total,home_win,draw,away_win
2026-06-20,2026-06-20 19:49:45,Germany,Ivory Coast,1.4448,4.922,7.146,3.0,1.9225,1.9048,3.1512,2,1,2-1,0.9674,2-0,0.9658,0.0016,2.13,1.016,3.146,0.6551,0.201,0.1439
2026-06-20,2026-06-20 06:14:38,Netherlands,Sweden,1.7143,4.02,4.6586,2.75,1.8133,2.0333,3.0206,2,1,2-1,0.8545,2-0,0.8461,0.0084,1.953,1.0921,3.0451,0.5656,0.2334,0.201
2026-06-20,2026-06-20 16:20:21,Netherlands,Sweden,1.73,4.0114,4.5442,3.0,1.97,1.83,3.0941,2,1,2-1,0.8475,2-0,0.8373,0.0102,1.9959,1.1161,3.112,0.5638,0.2322,0.204
2026-06-20,2026-06-20 16:38:36,Netherlands,Sweden,1.677,4.14,4.95,3.0,2.0425,1.8395,3.067,2,1,2-1,0.8672,2-0,0.8575,0.0097,1.98,1.1073,3.0873,0.5759,0.2295,0.1946
2026-06-20,2026-06-20 22:12:05,Tunisia,Japan,7.6071,4.2829,1.46,2.25,1.8233,2.0267,2.5112,0,2,0-2,0.9538,1-2,0.9449,0.0089,0.925,1.5722,2.4972,0.156,0.2388,0.6052
2026-06-22,2026-06-22 05:35:48,Argentina,Austria,1.5,4.21,6.9386,2.5,1.89,1.89,2.6741,2,0,2-0,1.0048,2-1,0.9689,0.0359,1.9435,0.7244,2.6679,0.65,0.222,0.128
2026-06-22,2026-06-22 16:46:03,Argentina,Austria,1.4586,4.3129,7.5071,2.5,1.9314,1.86,2.6361,2,0,2-0,1.0229,2-1,0.9847,0.0381,1.9184,0.715,2.6334,0.6595,0.2192,0.1213
2026-06-21,2026-06-21 17:00:53,Belgium,Iran,1.4067,4.7283,8.1417,2.75,2.0167,1.8133,2.8063,2,0,2-0,0.9933,2-1,0.9862,0.0071,1.8832,0.939,2.8222,0.6501,0.2131,0.1368
2026-06-21,2026-06-21 18:48:33,Belgium,Iran,1.4083,4.6633,8.2917,2.5,1.845,1.965,2.7385,2,0,2-0,0.9961,2-1,0.9864,0.0097,1.8421,0.9185,2.7605,0.648,0.2164,0.1356
2026-06-22,2026-06-22 05:41:04,France,Iraq,1.0786,11.8,31.4286,3.75,1.97,1.8533,3.8412,3,0,3-0,1.2352,2-0,1.1969,0.0382,3.1143,0.6533,3.7676,0.8824,0.0867,0.0309
2026-06-21,2026-06-22 00:45:41,New Zealand,Egypt,5.5086,3.9529,1.6243,2.5,1.9929,1.7943,2.5691,0,2,0-2,0.997,1-2,0.9352,0.0618,0.5617,1.9377,2.4994,0.137,0.227,0.636
